seq,chapter,sentence,slen,note,noun,verb,adj,adv,con,pron,punct,dt,other,text,pos
3383,41,34,52,,15,3,6,3,11,4,5,8,3,"She represented to him all the improprieties of Lydia's general behaviour, the little advantage she could derive from the friendship of such a woman as Mrs. Forster, and the probability of her being yet more imprudent with such a companion at Brighton, where the temptations must be greater than at home.","[('She', 'PRP'), ('represented', 'VBD'), ('to', 'TO'), ('him', 'PRP'), ('all', 'DT'), ('the', 'DT'), ('improprieties', 'NNS'), ('of', 'IN'), ('Lydia', 'NNP'), (""'"", 'POS'), ('s', 'NNS'), ('general', 'JJ'), ('behaviour', 'NN'), (',', ','), ('the', 'DT'), ('little', 'JJ'), ('advantage', 'NN'), ('she', 'PRP'), ('could', 'MD'), ('derive', 'VB'), ('from', 'IN'), ('the', 'DT'), ('friendship', 'NN'), ('of', 'IN'), ('such', 'JJ'), ('a', 'DT'), ('woman', 'NN'), ('as', 'IN'), ('Mrs', 'NNP'), ('.', '.'), ('Forster', 'NNP'), (',', ','), ('and', 'CC'), ('the', 'DT'), ('probability', 'NN'), ('of', 'IN'), ('her', 'PRP$'), ('being', 'NN'), ('yet', 'RB'), ('more', 'RBR'), ('imprudent', 'JJ'), ('with', 'IN'), ('such', 'JJ'), ('a', 'DT'), ('companion', 'NN'), ('at', 'IN'), ('Brighton', 'NNP'), (',', ','), ('where', 'WRB'), ('the', 'DT'), ('temptations', 'NNS'), ('must', 'MD'), ('be', 'VB'), ('greater', 'JJR'), ('than', 'IN'), ('at', 'IN'), ('home', 'NN'), ('.', '.')]"
3384,41,35,46,,6,7,5,6,11,8,4,2,2,"He heard her attentively, and then said: ""Lydia will never be easy until she has exposed herself in some public place or other, and we can never expect her to do it with so little expense or inconvenience to her family as under the present circumstances.""","[('He', 'PRP'), ('heard', 'VBD'), ('her', 'PRP'), ('attentively', 'RB'), (',', ','), ('and', 'CC'), ('then', 'RB'), ('said', 'VBD'), (':', ':'), ('""', 'JJ'), ('Lydia', 'NNP'), ('will', 'MD'), ('never', 'RB'), ('be', 'VB'), ('easy', 'JJ'), ('until', 'IN'), ('she', 'PRP'), ('has', 'VBZ'), ('exposed', 'VBN'), ('herself', 'PRP'), ('in', 'IN'), ('some', 'DT'), ('public', 'JJ'), ('place', 'NN'), ('or', 'CC'), ('other', 'JJ'), (',', ','), ('and', 'CC'), ('we', 'PRP'), ('can', 'MD'), ('never', 'RB'), ('expect', 'VB'), ('her', 'PRP$'), ('to', 'TO'), ('do', 'VB'), ('it', 'PRP'), ('with', 'IN'), ('so', 'RB'), ('little', 'RB'), ('expense', 'JJ'), ('or', 'CC'), ('inconvenience', 'NN'), ('to', 'TO'), ('her', 'PRP$'), ('family', 'NN'), ('as', 'IN'), ('under', 'IN'), ('the', 'DT'), ('present', 'NN'), ('circumstances', 'NNS'), ('.""', ':')]"
3385,41,36,45,,13,8,4,2,8,5,5,4,5,"""If you were aware,"" said Elizabeth, ""of the very great disadvantage to us all which must arise from the public notice of Lydia's unguarded and imprudent manner--nay, which has already arisen from it, I am sure you would judge differently in the affair.""","[('""', 'NN'), ('If', 'IN'), ('you', 'PRP'), ('were', 'VBD'), ('aware', 'JJ'), (',""', 'NN'), ('said', 'VBD'), ('Elizabeth', 'NNP'), (',', ','), ('""', 'NNP'), ('of', 'IN'), ('the', 'DT'), ('very', 'JJ'), ('great', 'JJ'), ('disadvantage', 'NN'), ('to', 'TO'), ('us', 'PRP'), ('all', 'DT'), ('which', 'WDT'), ('must', 'MD'), ('arise', 'VB'), ('from', 'IN'), ('the', 'DT'), ('public', 'NN'), ('notice', 'NN'), ('of', 'IN'), ('Lydia', 'NNP'), (""'"", 'POS'), ('s', 'NNS'), ('unguarded', 'VBD'), ('and', 'CC'), ('imprudent', 'NN'), ('manner', 'NN'), ('--', ':'), ('nay', 'NN'), (',', ','), ('which', 'WDT'), ('has', 'VBZ'), ('already', 'RB'), ('arisen', 'VBN'), ('from', 'IN'), ('it', 'PRP'), (',', ','), ('I', 'PRP'), ('am', 'VBP'), ('sure', 'JJ'), ('you', 'PRP'), ('would', 'MD'), ('judge', 'VB'), ('differently', 'RB'), ('in', 'IN'), ('the', 'DT'), ('affair', 'NN'), ('.""', ':')]"
3386,41,37,2,,1,1,0,1,0,0,0,0,1,"""Already arisen?""","[('""', 'NN'), ('Already', 'RB'), ('arisen', 'VBN'), ('?""', '-NONE-')]"
3387,41,38,3,,2,1,0,0,0,0,2,0,0,repeated Mr. Bennet.,"[('repeated', 'VBD'), ('Mr', 'NNP'), ('.', '.'), ('Bennet', 'NNP'), ('.', '.')]"
3388,41,39,9,,2,2,0,1,1,3,2,1,0,"""What, has she frightened away some of your lovers?","[('""', 'NN'), ('What', 'WP'), (',', ','), ('has', 'VBZ'), ('she', 'PRP'), ('frightened', 'VBD'), ('away', 'RB'), ('some', 'DT'), ('of', 'IN'), ('your', 'PRP$'), ('lovers', 'NNS'), ('?', '.')]"
3389,41,40,3,,2,0,0,1,0,0,1,0,0,Poor little Lizzy!,"[('Poor', 'NNP'), ('little', 'RB'), ('Lizzy', 'NNP'), ('!', '.')]"
3390,41,41,6,,0,3,0,1,1,0,1,0,1,But do not be cast down.,"[('But', 'CC'), ('do', 'VBP'), ('not', 'RB'), ('be', 'VB'), ('cast', 'VBN'), ('down', 'RP'), ('.', '.')]"
3391,41,42,18,,5,3,3,2,3,0,1,2,0,Such squeamish youths as cannot bear to be connected with a little absurdity are not worth a regret.,"[('Such', 'JJ'), ('squeamish', 'JJ'), ('youths', 'NNS'), ('as', 'IN'), ('cannot', 'NN'), ('bear', 'NN'), ('to', 'TO'), ('be', 'VB'), ('connected', 'VBN'), ('with', 'IN'), ('a', 'DT'), ('little', 'RB'), ('absurdity', 'NN'), ('are', 'VBP'), ('not', 'RB'), ('worth', 'JJ'), ('a', 'DT'), ('regret', 'NN'), ('.', '.')]"
3392,41,43,18,,5,5,1,1,3,2,2,1,1,"Come, let me see the list of pitiful fellows who have been kept aloof by Lydia's folly.""","[('Come', 'NNP'), (',', ','), ('let', 'VB'), ('me', 'PRP'), ('see', 'VB'), ('the', 'DT'), ('list', 'NN'), ('of', 'IN'), ('pitiful', 'JJ'), ('fellows', 'NNS'), ('who', 'WP'), ('have', 'VBP'), ('been', 'VBN'), ('kept', 'VBN'), ('aloof', 'IN'), ('by', 'IN'), ('Lydia', 'NNP'), (""'"", 'POS'), ('s', 'NNS'), ('folly', 'RB'), ('.""', ':')]"
3393,41,44,4,,1,2,0,1,0,1,1,0,0,"""Indeed you are mistaken.","[('""', 'NN'), ('Indeed', 'RB'), ('you', 'PRP'), ('are', 'VBP'), ('mistaken', 'VBN'), ('.', '.')]"
3394,41,45,7,,1,2,1,0,1,1,1,1,0,I have no such injuries to resent.,"[('I', 'PRP'), ('have', 'VBP'), ('no', 'DT'), ('such', 'JJ'), ('injuries', 'NNS'), ('to', 'TO'), ('resent', 'VB'), ('.', '.')]"
3395,41,46,14,,1,3,2,2,3,2,3,0,1,"It is not of particular, but of general evils, which I am now complaining.","[('It', 'PRP'), ('is', 'VBZ'), ('not', 'RB'), ('of', 'IN'), ('particular', 'JJ'), (',', ','), ('but', 'CC'), ('of', 'IN'), ('general', 'JJ'), ('evils', 'NNS'), (',', ','), ('which', 'WDT'), ('I', 'PRP'), ('am', 'VBP'), ('now', 'RB'), ('complaining', 'VBG'), ('.', '.')]"
3396,41,47,26,,10,3,1,0,4,2,3,4,3,"Our importance, our respectability in the world must be affected by the wild volatility, the assurance and disdain of all restraint which mark Lydia's character.","[('Our', 'PRP$'), ('importance', 'NN'), (',', ','), ('our', 'PRP$'), ('respectability', 'NN'), ('in', 'IN'), ('the', 'DT'), ('world', 'NN'), ('must', 'MD'), ('be', 'VB'), ('affected', 'VBN'), ('by', 'IN'), ('the', 'DT'), ('wild', 'JJ'), ('volatility', 'NN'), (',', ','), ('the', 'DT'), ('assurance', 'NN'), ('and', 'CC'), ('disdain', 'NN'), ('of', 'IN'), ('all', 'DT'), ('restraint', 'NN'), ('which', 'WDT'), ('mark', 'NN'), ('Lydia', 'NNP'), (""'"", ""''""), ('s', 'VBZ'), ('character', 'NN'), ('.', '.')]"
3397,41,48,7,,1,1,0,1,1,2,2,0,1,"Excuse me, for I must speak plainly.","[('Excuse', 'NNP'), ('me', 'PRP'), (',', ','), ('for', 'IN'), ('I', 'PRP'), ('must', 'MD'), ('speak', 'VB'), ('plainly', 'RB'), ('.', '.')]"
3398,41,49,41,,13,4,0,3,9,7,5,3,2,"If you, my dear father, will not take the trouble of checking her exuberant spirits, and of teaching her that her present pursuits are not to be the business of her life, she will soon be beyond the reach of amendment.","[('If', 'IN'), ('you', 'PRP'), (',', ','), ('my', 'PRP$'), ('dear', 'NN'), ('father', 'NN'), (',', ','), ('will', 'MD'), ('not', 'RB'), ('take', 'VB'), ('the', 'DT'), ('trouble', 'NN'), ('of', 'IN'), ('checking', 'NN'), ('her', 'PRP$'), ('exuberant', 'NN'), ('spirits', 'NNS'), (',', ','), ('and', 'CC'), ('of', 'IN'), ('teaching', 'NN'), ('her', 'PRP$'), ('that', 'IN'), ('her', 'PRP$'), ('present', 'NN'), ('pursuits', 'NNS'), ('are', 'VBP'), ('not', 'RB'), ('to', 'TO'), ('be', 'VB'), ('the', 'DT'), ('business', 'NN'), ('of', 'IN'), ('her', 'PRP$'), ('life', 'NN'), (',', ','), ('she', 'PRP'), ('will', 'MD'), ('soon', 'RB'), ('be', 'VB'), ('beyond', 'IN'), ('the', 'DT'), ('reach', 'NN'), ('of', 'IN'), ('amendment', 'NN'), ('.', '.')]"
3399,41,50,70,,18,7,6,3,17,6,11,8,5,"Her character will be fixed, and she will, at sixteen, be the most determined flirt that ever made herself or her family ridiculous; a flirt, too, in the worst and meanest degree of flirtation; without any attraction beyond youth and a tolerable person; and, from the ignorance and emptiness of her mind, wholly unable to ward off any portion of that universal contempt which her rage for admiration will excite.","[('Her', 'PRP$'), ('character', 'NN'), ('will', 'MD'), ('be', 'VB'), ('fixed', 'VBN'), (',', ','), ('and', 'CC'), ('she', 'PRP'), ('will', 'MD'), (',', ','), ('at', 'IN'), ('sixteen', 'NN'), (',', ','), ('be', 'VB'), ('the', 'DT'), ('most', 'JJS'), ('determined', 'VBN'), ('flirt', 'NN'), ('that', 'IN'), ('ever', 'RB'), ('made', 'VBN'), ('herself', 'PRP'), ('or', 'CC'), ('her', 'PRP$'), ('family', 'NN'), ('ridiculous', 'JJ'), (';', ':'), ('a', 'DT'), ('flirt', 'NN'), (',', ','), ('too', 'RB'), (',', ','), ('in', 'IN'), ('the', 'DT'), ('worst', 'JJS'), ('and', 'CC'), ('meanest', 'JJS'), ('degree', 'NN'), ('of', 'IN'), ('flirtation', 'NN'), (';', ':'), ('without', 'IN'), ('any', 'DT'), ('attraction', 'NN'), ('beyond', 'IN'), ('youth', 'NN'), ('and', 'CC'), ('a', 'DT'), ('tolerable', 'JJ'), ('person', 'NN'), (';', ':'), ('and', 'CC'), (',', ','), ('from', 'IN'), ('the', 'DT'), ('ignorance', 'NN'), ('and', 'CC'), ('emptiness', 'NN'), ('of', 'IN'), ('her', 'PRP$'), ('mind', 'NN'), (',', ','), ('wholly', 'RB'), ('unable', 'JJ'), ('to', 'TO'), ('ward', 'VB'), ('off', 'RP'), ('any', 'DT'), ('portion', 'NN'), ('of', 'IN'), ('that', 'DT'), ('universal', 'NN'), ('contempt', 'NN'), ('which', 'WDT'), ('her', 'PRP$'), ('rage', 'NN'), ('for', 'IN'), ('admiration', 'NN'), ('will', 'MD'), ('excite', 'VB'), ('.', '.')]"
3400,41,51,7,,2,2,0,1,1,0,1,1,0,In this danger Kitty also is comprehended.,"[('In', 'IN'), ('this', 'DT'), ('danger', 'NN'), ('Kitty', 'NNP'), ('also', 'RB'), ('is', 'VBZ'), ('comprehended', 'VBN'), ('.', '.')]"
3401,41,52,6,,2,1,0,1,0,1,1,0,1,She will follow wherever Lydia leads.,"[('She', 'PRP'), ('will', 'MD'), ('follow', 'VB'), ('wherever', 'RB'), ('Lydia', 'NNP'), ('leads', 'NNS'), ('.', '.')]"
3402,41,53,6,,1,1,2,1,1,0,4,0,0,"Vain, ignorant, idle, and absolutely uncontrolled!","[('Vain', 'NNP'), (',', ','), ('ignorant', 'JJ'), (',', ','), ('idle', 'JJ'), (',', ','), ('and', 'CC'), ('absolutely', 'RB'), ('uncontrolled', 'VBD'), ('!', '.')]"
3403,41,54,1,,0,0,0,0,0,0,0,0,2,Oh!,"[('Oh', 'UH'), ('!', '``')]"
3404,41,55,32,,5,8,1,3,5,6,3,1,3,"my dear father, can you suppose it possible that they will not be censured and despised wherever they are known, and that their sisters will not be often involved in the disgrace?""","[('my', 'PRP$'), ('dear', 'NN'), ('father', 'NN'), (',', ','), ('can', 'MD'), ('you', 'PRP'), ('suppose', 'VB'), ('it', 'PRP'), ('possible', 'JJ'), ('that', 'IN'), ('they', 'PRP'), ('will', 'MD'), ('not', 'RB'), ('be', 'VB'), ('censured', 'VBN'), ('and', 'CC'), ('despised', 'VBN'), ('wherever', 'NN'), ('they', 'PRP'), ('are', 'VBP'), ('known', 'VBN'), (',', ','), ('and', 'CC'), ('that', 'IN'), ('their', 'PRP$'), ('sisters', 'NNS'), ('will', 'MD'), ('not', 'RB'), ('be', 'VB'), ('often', 'RB'), ('involved', 'VBN'), ('in', 'IN'), ('the', 'DT'), ('disgrace', 'NN'), ('?""', ':')]"
3405,41,56,26,,8,5,2,2,4,4,6,1,0,"Mr. Bennet saw that her whole heart was in the subject, and affectionately taking her hand said in reply: ""Do not make yourself uneasy, my love.","[('Mr', 'NNP'), ('.', '.'), ('Bennet', 'NNP'), ('saw', 'VBD'), ('that', 'IN'), ('her', 'PRP$'), ('whole', 'JJ'), ('heart', 'NN'), ('was', 'VBD'), ('in', 'IN'), ('the', 'DT'), ('subject', 'NN'), (',', ','), ('and', 'CC'), ('affectionately', 'RB'), ('taking', 'VBG'), ('her', 'PRP'), ('hand', 'NN'), ('said', 'VBD'), ('in', 'IN'), ('reply', 'NN'), (':', ':'), ('""', ':'), ('Do', 'NNP'), ('not', 'RB'), ('make', 'VB'), ('yourself', 'PRP'), ('uneasy', 'JJ'), (',', ','), ('my', 'PRP$'), ('love', 'NN'), ('.', '.')]"
3406,41,57,33,,4,8,1,4,7,4,5,1,4,"Wherever you and Jane are known you must be respected and valued; and you will not appear to less advantage for having a couple of--or I may say, three--very silly sisters.","[('Wherever', 'RB'), ('you', 'PRP'), ('and', 'CC'), ('Jane', 'NNP'), ('are', 'VBP'), ('known', 'VBN'), ('you', 'PRP'), ('must', 'MD'), ('be', 'VB'), ('respected', 'VBN'), ('and', 'CC'), ('valued', 'VBN'), (';', ':'), ('and', 'CC'), ('you', 'PRP'), ('will', 'MD'), ('not', 'RB'), ('appear', 'VB'), ('to', 'TO'), ('less', 'JJR'), ('advantage', 'NN'), ('for', 'IN'), ('having', 'VBG'), ('a', 'DT'), ('couple', 'NN'), ('of', 'IN'), ('--', ':'), ('or', 'CC'), ('I', 'PRP'), ('may', 'MD'), ('say', 'VB'), (',', ','), ('three', 'CD'), ('--', ':'), ('very', 'RB'), ('silly', 'RB'), ('sisters', 'NNS'), ('.', '.')]"
3407,41,58,14,,4,4,0,1,3,1,1,1,0,We shall have no peace at Longbourn if Lydia does not go to Brighton.,"[('We', 'PRP'), ('shall', 'VBP'), ('have', 'VBP'), ('no', 'DT'), ('peace', 'NN'), ('at', 'IN'), ('Longbourn', 'NNP'), ('if', 'IN'), ('Lydia', 'NNP'), ('does', 'VBZ'), ('not', 'RB'), ('go', 'VB'), ('to', 'TO'), ('Brighton', 'NNP'), ('.', '.')]"
3408,41,59,4,,2,0,0,1,0,1,2,0,0,"Let her go, then.","[('Let', 'NNP'), ('her', 'PRP$'), ('go', 'NN'), (',', ','), ('then', 'RB'), ('.', '.')]"
3409,41,60,29,,7,4,3,2,6,2,3,3,2,"Colonel Forster is a sensible man, and will keep her out of any real mischief; and she is luckily too poor to be an object of prey to anybody.","[('Colonel', 'NNP'), ('Forster', 'NNP'), ('is', 'VBZ'), ('a', 'DT'), ('sensible', 'JJ'), ('man', 'NN'), (',', ','), ('and', 'CC'), ('will', 'MD'), ('keep', 'VB'), ('her', 'PRP'), ('out', 'RP'), ('of', 'IN'), ('any', 'DT'), ('real', 'JJ'), ('mischief', 'NN'), (';', ':'), ('and', 'CC'), ('she', 'PRP'), ('is', 'VBZ'), ('luckily', 'RB'), ('too', 'RB'), ('poor', 'JJ'), ('to', 'TO'), ('be', 'VB'), ('an', 'DT'), ('object', 'NN'), ('of', 'IN'), ('prey', 'NN'), ('to', 'TO'), ('anybody', 'NN'), ('.', '.')]"
3410,41,61,18,,3,3,2,2,4,2,1,1,1,At Brighton she will be of less importance even as a common flirt than she has been here.,"[('At', 'IN'), ('Brighton', 'NNP'), ('she', 'PRP'), ('will', 'MD'), ('be', 'VB'), ('of', 'IN'), ('less', 'JJR'), ('importance', 'NN'), ('even', 'RB'), ('as', 'IN'), ('a', 'DT'), ('common', 'JJ'), ('flirt', 'NN'), ('than', 'IN'), ('she', 'PRP'), ('has', 'VBZ'), ('been', 'VBN'), ('here', 'RB'), ('.', '.')]"
3411,41,62,9,,3,1,1,1,0,1,1,1,1,The officers will find women better worth their notice.,"[('The', 'DT'), ('officers', 'NNS'), ('will', 'MD'), ('find', 'VB'), ('women', 'NNS'), ('better', 'RBR'), ('worth', 'JJ'), ('their', 'PRP$'), ('notice', 'NN'), ('.', '.')]"
3412,41,63,14,,2,4,0,2,1,4,3,0,1,"Let us hope, therefore, that her being there may teach her her own insignificance.","[('Let', 'NNP'), ('us', 'PRP'), ('hope', 'VBP'), (',', ','), ('therefore', 'RB'), (',', ','), ('that', 'IN'), ('her', 'PRP$'), ('being', 'VBG'), ('there', 'RB'), ('may', 'MD'), ('teach', 'VB'), ('her', 'PRP'), ('her', 'PRP'), ('own', 'VBP'), ('insignificance', 'NN'), ('.', '.')]"
3413,41,64,22,,6,3,1,0,5,4,3,2,1,"At any rate, she cannot grow many degrees worse, without authorising us to lock her up for the rest of her life.""","[('At', 'IN'), ('any', 'DT'), ('rate', 'NN'), (',', ','), ('she', 'PRP'), ('cannot', 'VBD'), ('grow', 'NN'), ('many', 'JJ'), ('degrees', 'NNS'), ('worse', 'VBP'), (',', ','), ('without', 'IN'), ('authorising', 'NN'), ('us', 'PRP'), ('to', 'TO'), ('lock', 'VB'), ('her', 'PRP$'), ('up', 'RP'), ('for', 'IN'), ('the', 'DT'), ('rest', 'NN'), ('of', 'IN'), ('her', 'PRP$'), ('life', 'NN'), ('.""', ':')]"
3414,41,65,23,,4,6,3,0,5,3,3,2,0,"With this answer Elizabeth was forced to be content; but her own opinion continued the same, and she left him disappointed and sorry.","[('With', 'IN'), ('this', 'DT'), ('answer', 'NN'), ('Elizabeth', 'NNP'), ('was', 'VBD'), ('forced', 'VBN'), ('to', 'TO'), ('be', 'VB'), ('content', 'JJ'), (';', ':'), ('but', 'CC'), ('her', 'PRP$'), ('own', 'JJ'), ('opinion', 'NN'), ('continued', 'VBD'), ('the', 'DT'), ('same', 'JJ'), (',', ','), ('and', 'CC'), ('she', 'PRP'), ('left', 'VBD'), ('him', 'PRP'), ('disappointed', 'VBD'), ('and', 'CC'), ('sorry', 'NN'), ('.', '.')]"
3415,41,66,15,,2,3,0,2,4,4,3,0,0,"It was not in her nature, however, to increase her vexations by dwelling on them.","[('It', 'PRP'), ('was', 'VBD'), ('not', 'RB'), ('in', 'IN'), ('her', 'PRP$'), ('nature', 'NN'), (',', ','), ('however', 'RB'), (',', ','), ('to', 'TO'), ('increase', 'VB'), ('her', 'PRP$'), ('vexations', 'NNS'), ('by', 'IN'), ('dwelling', 'VBG'), ('on', 'IN'), ('them', 'PRP'), ('.', '.')]"
3416,41,67,25,,6,5,2,0,7,4,4,1,0,"She was confident of having performed her duty, and to fret over unavoidable evils, or augment them by anxiety, was no part of her disposition.","[('She', 'PRP'), ('was', 'VBD'), ('confident', 'JJ'), ('of', 'IN'), ('having', 'VBG'), ('performed', 'VBN'), ('her', 'PRP$'), ('duty', 'NN'), (',', ','), ('and', 'CC'), ('to', 'TO'), ('fret', 'VB'), ('over', 'IN'), ('unavoidable', 'JJ'), ('evils', 'NNS'), (',', ','), ('or', 'CC'), ('augment', 'NN'), ('them', 'PRP'), ('by', 'IN'), ('anxiety', 'NN'), (',', ','), ('was', 'VBD'), ('no', 'DT'), ('part', 'NN'), ('of', 'IN'), ('her', 'PRP$'), ('disposition', 'NN'), ('.', '.')]"
3417,41,68,25,,9,4,0,1,4,5,2,1,1,"Had Lydia and her mother known the substance of her conference with her father, their indignation would hardly have found expression in their united volubility.","[('Had', 'NNP'), ('Lydia', 'NNP'), ('and', 'CC'), ('her', 'PRP$'), ('mother', 'NN'), ('known', 'VBN'), ('the', 'DT'), ('substance', 'NN'), ('of', 'IN'), ('her', 'PRP$'), ('conference', 'NN'), ('with', 'IN'), ('her', 'PRP$'), ('father', 'NN'), (',', ','), ('their', 'PRP$'), ('indignation', 'NN'), ('would', 'MD'), ('hardly', 'RB'), ('have', 'VB'), ('found', 'VBN'), ('expression', 'NN'), ('in', 'IN'), ('their', 'PRP$'), ('united', 'VBN'), ('volubility', 'NN'), ('.', '.')]"
3418,41,69,14,,6,1,1,1,3,0,2,2,1,"In Lydia's imagination, a visit to Brighton comprised every possibility of earthly happiness.","[('In', 'IN'), ('Lydia', 'NNP'), (""'"", 'POS'), ('s', 'NNS'), ('imagination', 'NN'), (',', ','), ('a', 'DT'), ('visit', 'NN'), ('to', 'TO'), ('Brighton', 'NNP'), ('comprised', 'VBD'), ('every', 'DT'), ('possibility', 'NN'), ('of', 'IN'), ('earthly', 'RB'), ('happiness', 'JJ'), ('.', '.')]"
3419,41,70,18,,6,3,1,0,4,1,4,3,0,"She saw, with the creative eye of fancy, the streets of that gay bathing-place covered with officers.","[('She', 'PRP'), ('saw', 'VBD'), (',', ','), ('with', 'IN'), ('the', 'DT'), ('creative', 'JJ'), ('eye', 'NN'), ('of', 'IN'), ('fancy', 'NN'), (',', ','), ('the', 'DT'), ('streets', 'NNS'), ('of', 'IN'), ('that', 'DT'), ('gay', 'NN'), ('bathing', 'VBG'), ('-', ':'), ('place', 'NN'), ('covered', 'VBD'), ('with', 'IN'), ('officers', 'NNS'), ('.', '.')]"
3420,41,71,17,,6,1,0,0,6,3,2,1,0,"She saw herself the object of attention, to tens and to scores of them at present unknown.","[('She', 'PRP'), ('saw', 'VBD'), ('herself', 'PRP'), ('the', 'DT'), ('object', 'NN'), ('of', 'IN'), ('attention', 'NN'), (',', ','), ('to', 'TO'), ('tens', 'NNS'), ('and', 'CC'), ('to', 'TO'), ('scores', 'NNS'), ('of', 'IN'), ('them', 'PRP'), ('at', 'IN'), ('present', 'NN'), ('unknown', 'NN'), ('.', '.')]"
3421,41,72,49,,10,8,5,2,12,4,8,6,2,"She saw all the glories of the camp--its tents stretched forth in beauteous uniformity of lines, crowded with the young and the gay, and dazzling with scarlet; and, to complete the view, she saw herself seated beneath a tent, tenderly flirting with at least six officers at once.","[('She', 'PRP'), ('saw', 'VBD'), ('all', 'PDT'), ('the', 'DT'), ('glories', 'NNS'), ('of', 'IN'), ('the', 'DT'), ('camp', 'NN'), ('--', ':'), ('its', 'PRP$'), ('tents', 'NNS'), ('stretched', 'VBD'), ('forth', 'JJ'), ('in', 'IN'), ('beauteous', 'JJ'), ('uniformity', 'NN'), ('of', 'IN'), ('lines', 'NNS'), (',', ','), ('crowded', 'VBD'), ('with', 'IN'), ('the', 'DT'), ('young', 'JJ'), ('and', 'CC'), ('the', 'DT'), ('gay', 'NN'), (',', ','), ('and', 'CC'), ('dazzling', 'VBG'), ('with', 'IN'), ('scarlet', 'JJ'), (';', ':'), ('and', 'CC'), (',', ','), ('to', 'TO'), ('complete', 'VB'), ('the', 'DT'), ('view', 'NN'), (',', ','), ('she', 'PRP'), ('saw', 'VBD'), ('herself', 'PRP'), ('seated', 'VBD'), ('beneath', 'NN'), ('a', 'DT'), ('tent', 'NN'), (',', ','), ('tenderly', 'RB'), ('flirting', 'VBG'), ('with', 'IN'), ('at', 'IN'), ('least', 'JJS'), ('six', 'CD'), ('officers', 'NNS'), ('at', 'IN'), ('once', 'RB'), ('.', '.')]"
3422,41,73,23,,6,4,2,0,4,5,2,1,1,"Had she known her sister sought to tear her from such prospects and such realities as these, what would have been her sensations?","[('Had', 'NNP'), ('she', 'PRP'), ('known', 'VBN'), ('her', 'PRP$'), ('sister', 'NN'), ('sought', 'NN'), ('to', 'TO'), ('tear', 'VB'), ('her', 'PRP$'), ('from', 'IN'), ('such', 'JJ'), ('prospects', 'NNS'), ('and', 'CC'), ('such', 'JJ'), ('realities', 'NNS'), ('as', 'IN'), ('these', 'DT'), (',', ','), ('what', 'WP'), ('would', 'MD'), ('have', 'VB'), ('been', 'VBN'), ('her', 'PRP'), ('sensations', 'NNS'), ('?', '.')]"
3423,41,74,16,,1,5,1,2,1,3,2,1,2,"They could have been understood only by her mother, who might have felt nearly the same.","[('They', 'PRP'), ('could', 'MD'), ('have', 'VB'), ('been', 'VBN'), ('understood', 'VBN'), ('only', 'RB'), ('by', 'IN'), ('her', 'PRP$'), ('mother', 'NN'), (',', ','), ('who', 'WP'), ('might', 'MD'), ('have', 'VB'), ('felt', 'VBN'), ('nearly', 'RB'), ('the', 'DT'), ('same', 'JJ'), ('.', '.')]"
3424,41,75,24,,7,5,0,2,4,4,1,2,2,Lydia's going to Brighton was all that consoled her for her melancholy conviction of her husband's never intending to go there himself.,"[('Lydia', 'NNP'), (""'"", 'POS'), ('s', 'NNS'), ('going', 'VBG'), ('to', 'TO'), ('Brighton', 'NNP'), ('was', 'VBD'), ('all', 'DT'), ('that', 'DT'), ('consoled', 'VBN'), ('her', 'PRP'), ('for', 'IN'), ('her', 'PRP$'), ('melancholy', 'NN'), ('conviction', 'NN'), ('of', 'IN'), ('her', 'PRP$'), ('husband', 'NN'), (""'"", ""''""), ('s', 'NNS'), ('never', 'RB'), ('intending', 'VBG'), ('to', 'TO'), ('go', 'VB'), ('there', 'RB'), ('himself', 'PRP'), ('.', '.')]"
3425,41,76,25,,6,5,3,1,6,3,4,1,1,"But they were entirely ignorant of what had passed; and their raptures continued, with little intermission, to the very day of Lydia's leaving home.","[('But', 'CC'), ('they', 'PRP'), ('were', 'VBD'), ('entirely', 'RB'), ('ignorant', 'JJ'), ('of', 'IN'), ('what', 'WP'), ('had', 'VBD'), ('passed', 'VBN'), (';', ':'), ('and', 'CC'), ('their', 'PRP$'), ('raptures', 'NNS'), ('continued', 'VBD'), (',', ','), ('with', 'IN'), ('little', 'JJ'), ('intermission', 'NN'), (',', ','), ('to', 'TO'), ('the', 'DT'), ('very', 'JJ'), ('day', 'NN'), ('of', 'IN'), ('Lydia', 'NNP'), (""'"", 'POS'), ('s', 'NNS'), ('leaving', 'VBG'), ('home', 'NN'), ('.', '.')]"
3426,41,77,11,,4,2,1,1,2,0,2,1,0,Elizabeth was now to see Mr. Wickham for the last time.,"[('Elizabeth', 'NNP'), ('was', 'VBD'), ('now', 'RB'), ('to', 'TO'), ('see', 'VB'), ('Mr', 'NNP'), ('.', '.'), ('Wickham', 'NNP'), ('for', 'IN'), ('the', 'DT'), ('last', 'JJ'), ('time', 'NN'), ('.', '.')]"
