seq,chapter,sentence,slen,note,noun,verb,adj,adv,con,pron,punct,dt,other,text,pos
1236,13,60,12,,3,0,0,1,2,4,2,2,0,"Remember the friends around you, who centre all their hopes in you.","[('Remember', 'NNP'), ('the', 'DT'), ('friends', 'NNS'), ('around', 'IN'), ('you', 'PRP'), (',', ','), ('who', 'WP'), ('centre', 'RB'), ('all', 'DT'), ('their', 'PRP$'), ('hopes', 'NNS'), ('in', 'IN'), ('you', 'PRP'), ('.', '.')]"
1237,13,61,9,,2,2,1,0,1,2,1,1,0,Have we lost the power of rendering you happy?,"[('Have', 'NNP'), ('we', 'PRP'), ('lost', 'VBD'), ('the', 'DT'), ('power', 'NN'), ('of', 'IN'), ('rendering', 'VBG'), ('you', 'PRP'), ('happy', 'JJ'), ('?', '.')]"
1238,13,62,1,,1,0,0,0,0,0,1,0,0,Ah!,"[('Ah', 'NNP'), ('!', ':')]"
1239,13,63,32,,7,4,3,1,6,6,6,3,2,"While we love, while we are true to each other, here in this land of peace and beauty, your native country, we may reap every tranquil blessing--what can disturb our peace?""","[('While', 'IN'), ('we', 'PRP'), ('love', 'VBP'), (',', ','), ('while', 'IN'), ('we', 'PRP'), ('are', 'VBP'), ('true', 'JJ'), ('to', 'TO'), ('each', 'DT'), ('other', 'JJ'), (',', ','), ('here', 'RB'), ('in', 'IN'), ('this', 'DT'), ('land', 'NN'), ('of', 'IN'), ('peace', 'NN'), ('and', 'CC'), ('beauty', 'NN'), (',', ','), ('your', 'PRP$'), ('native', 'JJ'), ('country', 'NN'), (',', ','), ('we', 'PRP'), ('may', 'MD'), ('reap', 'VB'), ('every', 'DT'), ('tranquil', 'NN'), ('blessing', 'NN'), ('--', ':'), ('what', 'WP'), ('can', 'MD'), ('disturb', 'VB'), ('our', 'PRP$'), ('peace', 'NN'), ('?""', ':')]"
1240,13,64,28,,7,3,2,3,7,3,1,2,1,And could not such words from her whom I fondly prized before every other gift of fortune suffice to chase away the fiend that lurked in my heart?,"[('And', 'CC'), ('could', 'MD'), ('not', 'RB'), ('such', 'JJ'), ('words', 'NNS'), ('from', 'IN'), ('her', 'PRP$'), ('whom', 'NN'), ('I', 'PRP'), ('fondly', 'RB'), ('prized', 'VBD'), ('before', 'IN'), ('every', 'DT'), ('other', 'JJ'), ('gift', 'NN'), ('of', 'IN'), ('fortune', 'NN'), ('suffice', 'NN'), ('to', 'TO'), ('chase', 'VB'), ('away', 'RB'), ('the', 'DT'), ('fiend', 'NN'), ('that', 'IN'), ('lurked', 'VBN'), ('in', 'IN'), ('my', 'PRP$'), ('heart', 'NN'), ('?', '.')]"
1241,13,65,28,,3,5,2,2,9,5,3,2,0,"Even as she spoke I drew near to her, as if in terror, lest at that very moment the destroyer had been near to rob me of her.","[('Even', 'RB'), ('as', 'IN'), ('she', 'PRP'), ('spoke', 'VBD'), ('I', 'PRP'), ('drew', 'VBD'), ('near', 'IN'), ('to', 'TO'), ('her', 'PRP$'), (',', ','), ('as', 'IN'), ('if', 'IN'), ('in', 'IN'), ('terror', 'NN'), (',', ','), ('lest', 'NN'), ('at', 'IN'), ('that', 'DT'), ('very', 'RB'), ('moment', 'JJ'), ('the', 'DT'), ('destroyer', 'NN'), ('had', 'VBD'), ('been', 'VBN'), ('near', 'JJ'), ('to', 'TO'), ('rob', 'VB'), ('me', 'PRP'), ('of', 'IN'), ('her', 'PRP$'), ('.', '.')]"
1242,13,66,27,,7,3,2,3,7,1,5,3,1,"Thus not the tenderness of friendship, nor the beauty of earth, nor of heaven, could redeem my soul from woe; the very accents of love were ineffectual.","[('Thus', 'RB'), ('not', 'RB'), ('the', 'DT'), ('tenderness', 'NN'), ('of', 'IN'), ('friendship', 'NN'), (',', ','), ('nor', 'CC'), ('the', 'DT'), ('beauty', 'NN'), ('of', 'IN'), ('earth', 'NN'), (',', ','), ('nor', 'CC'), ('of', 'IN'), ('heaven', 'JJ'), (',', ','), ('could', 'MD'), ('redeem', 'VB'), ('my', 'PRP$'), ('soul', 'NN'), ('from', 'IN'), ('woe', 'NN'), (';', ':'), ('the', 'DT'), ('very', 'RB'), ('accents', 'VBZ'), ('of', 'IN'), ('love', 'NN'), ('were', 'VBD'), ('ineffectual', 'JJ'), ('.', '.')]"
1243,13,67,12,,2,3,1,0,1,1,1,2,2,I was encompassed by a cloud which no beneficial influence could penetrate.,"[('I', 'PRP'), ('was', 'VBD'), ('encompassed', 'VBN'), ('by', 'IN'), ('a', 'DT'), ('cloud', 'NN'), ('which', 'WDT'), ('no', 'DT'), ('beneficial', 'JJ'), ('influence', 'NN'), ('could', 'MD'), ('penetrate', 'VB'), ('.', '.')]"
1244,13,68,30,,8,6,0,0,7,3,4,4,2,"The wounded deer dragging its fainting limbs to some untrodden brake, there to gaze upon the arrow which had pierced it, and to die, was but a type of me.","[('The', 'DT'), ('wounded', 'VBN'), ('deer', 'NN'), ('dragging', 'NN'), ('its', 'PRP$'), ('fainting', 'NN'), ('limbs', 'NNS'), ('to', 'TO'), ('some', 'DT'), ('untrodden', 'NN'), ('brake', 'NN'), (',', ','), ('there', 'EX'), ('to', 'TO'), ('gaze', 'VB'), ('upon', 'IN'), ('the', 'DT'), ('arrow', 'NN'), ('which', 'WDT'), ('had', 'VBD'), ('pierced', 'VBN'), ('it', 'PRP'), (',', ','), ('and', 'CC'), ('to', 'TO'), ('die', 'VB'), (',', ','), ('was', 'VBD'), ('but', 'CC'), ('a', 'DT'), ('type', 'NN'), ('of', 'IN'), ('me', 'PRP'), ('.', '.')]"
1245,13,69,37,,9,5,1,3,9,5,4,3,2,"Sometimes I could cope with the sullen despair that overwhelmed me, but sometimes the whirlwind passions of my soul drove me to seek, by bodily exercise and by change of place, some relief from my intolerable sensations.","[('Sometimes', 'RB'), ('I', 'PRP'), ('could', 'MD'), ('cope', 'VB'), ('with', 'IN'), ('the', 'DT'), ('sullen', 'NN'), ('despair', 'NN'), ('that', 'WDT'), ('overwhelmed', 'VBD'), ('me', 'PRP'), (',', ','), ('but', 'CC'), ('sometimes', 'RB'), ('the', 'DT'), ('whirlwind', 'NN'), ('passions', 'NNS'), ('of', 'IN'), ('my', 'PRP$'), ('soul', 'NN'), ('drove', 'VBD'), ('me', 'PRP'), ('to', 'TO'), ('seek', 'VB'), (',', ','), ('by', 'IN'), ('bodily', 'RB'), ('exercise', 'VB'), ('and', 'CC'), ('by', 'IN'), ('change', 'NN'), ('of', 'IN'), ('place', 'NN'), (',', ','), ('some', 'DT'), ('relief', 'NN'), ('from', 'IN'), ('my', 'PRP$'), ('intolerable', 'JJ'), ('sensations', 'NNS'), ('.', '.')]"
1246,13,70,41,,11,6,3,1,9,6,7,5,0,"It was during an access of this kind that I suddenly left my home, and bending my steps towards the near Alpine valleys, sought in the magnificence, the eternity of such scenes, to forget myself and my ephemeral, because human, sorrows.","[('It', 'PRP'), ('was', 'VBD'), ('during', 'IN'), ('an', 'DT'), ('access', 'NN'), ('of', 'IN'), ('this', 'DT'), ('kind', 'NN'), ('that', 'IN'), ('I', 'PRP'), ('suddenly', 'RB'), ('left', 'VBD'), ('my', 'PRP$'), ('home', 'NN'), (',', ','), ('and', 'CC'), ('bending', 'VBG'), ('my', 'PRP$'), ('steps', 'NNS'), ('towards', 'NNS'), ('the', 'DT'), ('near', 'NN'), ('Alpine', 'NNP'), ('valleys', 'NNS'), (',', ','), ('sought', 'VBD'), ('in', 'IN'), ('the', 'DT'), ('magnificence', 'NN'), (',', ','), ('the', 'DT'), ('eternity', 'NN'), ('of', 'IN'), ('such', 'JJ'), ('scenes', 'NNS'), (',', ','), ('to', 'TO'), ('forget', 'VB'), ('myself', 'PRP'), ('and', 'CC'), ('my', 'PRP$'), ('ephemeral', 'JJ'), (',', ','), ('because', 'IN'), ('human', 'JJ'), (',', ','), ('sorrows', 'VBZ'), ('.', '.')]"
1247,13,71,9,,4,2,0,0,1,1,1,1,0,My wanderings were directed towards the valley of Chamounix.,"[('My', 'PRP$'), ('wanderings', 'NNS'), ('were', 'VBD'), ('directed', 'VBN'), ('towards', 'NNS'), ('the', 'DT'), ('valley', 'NN'), ('of', 'IN'), ('Chamounix', 'NNP'), ('.', '.')]"
1248,13,72,8,,1,2,0,1,1,3,1,0,0,I had visited it frequently during my boyhood.,"[('I', 'PRP'), ('had', 'VBD'), ('visited', 'VBN'), ('it', 'PRP'), ('frequently', 'RB'), ('during', 'IN'), ('my', 'PRP$'), ('boyhood', 'NN'), ('.', '.')]"
1249,13,73,20,,5,6,0,2,4,0,3,2,1,"Six years had passed since then:  _I_ was a wreck, but nought had changed in those savage and enduring scenes.","[('Six', 'CD'), ('years', 'NNS'), ('had', 'VBD'), ('passed', 'VBN'), ('since', 'IN'), ('then', 'RB'), (':', ':'), ('_I_', 'NNP'), ('was', 'VBD'), ('a', 'DT'), ('wreck', 'NN'), (',', ','), ('but', 'CC'), ('nought', 'RB'), ('had', 'VBD'), ('changed', 'VBN'), ('in', 'IN'), ('those', 'DT'), ('savage', 'NN'), ('and', 'CC'), ('enduring', 'VBG'), ('scenes', 'NNS'), ('.', '.')]"
1250,13,74,10,,3,1,1,0,2,2,1,1,0,I performed the first part of my journey on horseback.,"[('I', 'PRP'), ('performed', 'VBD'), ('the', 'DT'), ('first', 'JJ'), ('part', 'NN'), ('of', 'IN'), ('my', 'PRP$'), ('journey', 'NN'), ('on', 'IN'), ('horseback', 'NN'), ('.', '.')]"
1251,13,75,20,,3,3,5,1,4,1,3,3,0,"I afterwards hired a mule, as the more sure-footed and least liable to receive injury on these rugged roads.","[('I', 'PRP'), ('afterwards', 'VBP'), ('hired', 'VBN'), ('a', 'DT'), ('mule', 'NN'), (',', ','), ('as', 'IN'), ('the', 'DT'), ('more', 'RBR'), ('sure', 'JJ'), ('-', ':'), ('footed', 'JJ'), ('and', 'CC'), ('least', 'JJS'), ('liable', 'JJ'), ('to', 'TO'), ('receive', 'VB'), ('injury', 'NN'), ('on', 'IN'), ('these', 'DT'), ('rugged', 'JJ'), ('roads', 'NNS'), ('.', '.')]"
1252,13,76,32,,10,3,1,1,7,3,4,5,2,"The weather was fine; it was about the middle of the month of August, nearly two months after the death of Justine, that miserable epoch from which I dated all my woe.","[('The', 'DT'), ('weather', 'NN'), ('was', 'VBD'), ('fine', 'NN'), (';', ':'), ('it', 'PRP'), ('was', 'VBD'), ('about', 'IN'), ('the', 'DT'), ('middle', 'NN'), ('of', 'IN'), ('the', 'DT'), ('month', 'NN'), ('of', 'IN'), ('August', 'NNP'), (',', ','), ('nearly', 'RB'), ('two', 'CD'), ('months', 'NNS'), ('after', 'IN'), ('the', 'DT'), ('death', 'NN'), ('of', 'IN'), ('Justine', 'NNP'), (',', ','), ('that', 'IN'), ('miserable', 'JJ'), ('epoch', 'NN'), ('from', 'IN'), ('which', 'WDT'), ('I', 'PRP'), ('dated', 'VBD'), ('all', 'DT'), ('my', 'PRP$'), ('woe', 'NN'), ('.', '.')]"
1253,13,77,18,,4,3,1,2,4,2,1,2,0,The weight upon my spirit was sensibly lightened as I plunged yet deeper in the ravine of Arve.,"[('The', 'DT'), ('weight', 'NN'), ('upon', 'IN'), ('my', 'PRP$'), ('spirit', 'NN'), ('was', 'VBD'), ('sensibly', 'RB'), ('lightened', 'VBN'), ('as', 'IN'), ('I', 'PRP'), ('plunged', 'VBD'), ('yet', 'RB'), ('deeper', 'JJR'), ('in', 'IN'), ('the', 'DT'), ('ravine', 'NN'), ('of', 'IN'), ('Arve', 'NNP'), ('.', '.')]"
1254,13,78,63,,15,10,2,2,18,3,5,11,2,"The immense mountains and precipices that overhung me on every side, the sound of the river raging among the rocks, and the dashing of the waterfalls around spoke of a power mighty as Omnipotence--and I ceased to fear or to bend before any being less almighty than that which had created and ruled the elements, here displayed in their most terrific guise.","[('The', 'DT'), ('immense', 'NN'), ('mountains', 'VBZ'), ('and', 'CC'), ('precipices', 'NNS'), ('that', 'WDT'), ('overhung', 'IN'), ('me', 'PRP'), ('on', 'IN'), ('every', 'DT'), ('side', 'NN'), (',', ','), ('the', 'DT'), ('sound', 'NN'), ('of', 'IN'), ('the', 'DT'), ('river', 'NN'), ('raging', 'VBG'), ('among', 'IN'), ('the', 'DT'), ('rocks', 'NNS'), (',', ','), ('and', 'CC'), ('the', 'DT'), ('dashing', 'NN'), ('of', 'IN'), ('the', 'DT'), ('waterfalls', 'NNS'), ('around', 'IN'), ('spoke', 'NN'), ('of', 'IN'), ('a', 'DT'), ('power', 'NN'), ('mighty', 'NN'), ('as', 'IN'), ('Omnipotence', 'NNP'), ('--', ':'), ('and', 'CC'), ('I', 'PRP'), ('ceased', 'VBD'), ('to', 'TO'), ('fear', 'VB'), ('or', 'CC'), ('to', 'TO'), ('bend', 'VB'), ('before', 'IN'), ('any', 'DT'), ('being', 'VBG'), ('less', 'JJR'), ('almighty', 'NN'), ('than', 'IN'), ('that', 'DT'), ('which', 'WDT'), ('had', 'VBD'), ('created', 'VBN'), ('and', 'CC'), ('ruled', 'VBD'), ('the', 'DT'), ('elements', 'NNS'), (',', ','), ('here', 'RB'), ('displayed', 'VBN'), ('in', 'IN'), ('their', 'PRP$'), ('most', 'RBS'), ('terrific', 'JJ'), ('guise', 'NN'), ('.', '.')]"
1255,13,79,14,,2,3,2,2,2,1,3,2,0,"Still, as I ascended higher, the valley assumed a more magnificent and astonishing character.","[('Still', 'RB'), (',', ','), ('as', 'IN'), ('I', 'PRP'), ('ascended', 'VBD'), ('higher', 'JJR'), (',', ','), ('the', 'DT'), ('valley', 'NN'), ('assumed', 'VBD'), ('a', 'DT'), ('more', 'RBR'), ('magnificent', 'JJ'), ('and', 'CC'), ('astonishing', 'VBG'), ('character', 'NN'), ('.', '.')]"
1256,13,80,30,,11,3,2,1,7,0,3,5,1,"Ruined castles hanging on the precipices of piny mountains, the impetuous Arve, and cottages every here and there peeping forth from among the trees formed a scene of singular beauty.","[('Ruined', 'NNP'), ('castles', 'NNS'), ('hanging', 'VBG'), ('on', 'IN'), ('the', 'DT'), ('precipices', 'NNS'), ('of', 'IN'), ('piny', 'NN'), ('mountains', 'NNS'), (',', ','), ('the', 'DT'), ('impetuous', 'JJ'), ('Arve', 'NNP'), (',', ','), ('and', 'CC'), ('cottages', 'NNS'), ('every', 'DT'), ('here', 'RB'), ('and', 'CC'), ('there', 'EX'), ('peeping', 'VBG'), ('forth', 'NN'), ('from', 'IN'), ('among', 'IN'), ('the', 'DT'), ('trees', 'NNS'), ('formed', 'VBN'), ('a', 'DT'), ('scene', 'NN'), ('of', 'IN'), ('singular', 'JJ'), ('beauty', 'NN'), ('.', '.')]"
1257,13,81,33,,10,5,1,0,10,2,4,5,0,"But it was augmented and rendered sublime by the mighty Alps, whose white and shining pyramids and domes towered above all, as belonging to another earth, the habitations of another race of beings.","[('But', 'CC'), ('it', 'PRP'), ('was', 'VBD'), ('augmented', 'VBN'), ('and', 'CC'), ('rendered', 'VBN'), ('sublime', 'NN'), ('by', 'IN'), ('the', 'DT'), ('mighty', 'NN'), ('Alps', 'NNP'), (',', ','), ('whose', 'WP$'), ('white', 'JJ'), ('and', 'CC'), ('shining', 'VBG'), ('pyramids', 'NNS'), ('and', 'CC'), ('domes', 'NNS'), ('towered', 'VBD'), ('above', 'IN'), ('all', 'DT'), (',', ','), ('as', 'IN'), ('belonging', 'NN'), ('to', 'TO'), ('another', 'DT'), ('earth', 'NN'), (',', ','), ('the', 'DT'), ('habitations', 'NNS'), ('of', 'IN'), ('another', 'DT'), ('race', 'NN'), ('of', 'IN'), ('beings', 'NNS'), ('.', '.')]"
1258,13,82,26,,7,4,0,1,5,4,5,4,1,"I passed the bridge of Pelissier, where the ravine, which the river forms, opened before me, and I began to ascend the mountain that overhangs it.","[('I', 'PRP'), ('passed', 'VBD'), ('the', 'DT'), ('bridge', 'NN'), ('of', 'IN'), ('Pelissier', 'NNP'), (',', ','), ('where', 'WRB'), ('the', 'DT'), ('ravine', 'NN'), (',', ','), ('which', 'WDT'), ('the', 'DT'), ('river', 'NN'), ('forms', 'NNS'), (',', ','), ('opened', 'VBD'), ('before', 'IN'), ('me', 'PRP'), (',', ','), ('and', 'CC'), ('I', 'PRP'), ('began', 'VBD'), ('to', 'TO'), ('ascend', 'VB'), ('the', 'DT'), ('mountain', 'NN'), ('that', 'IN'), ('overhangs', 'NNS'), ('it', 'PRP'), ('.', '.')]"
1259,13,83,8,,2,1,0,1,2,1,2,1,0,"Soon after, I entered the valley of Chamounix.","[('Soon', 'RB'), ('after', 'IN'), (',', ','), ('I', 'PRP'), ('entered', 'VBD'), ('the', 'DT'), ('valley', 'NN'), ('of', 'IN'), ('Chamounix', 'NNP'), ('.', '.')]"
1260,13,84,23,,3,3,3,4,6,1,3,2,1,"This valley is more wonderful and sublime, but not so beautiful and picturesque as that of Servox, through which I had just passed.","[('This', 'DT'), ('valley', 'NN'), ('is', 'VBZ'), ('more', 'RBR'), ('wonderful', 'JJ'), ('and', 'CC'), ('sublime', 'NN'), (',', ','), ('but', 'CC'), ('not', 'RB'), ('so', 'RB'), ('beautiful', 'JJ'), ('and', 'CC'), ('picturesque', 'JJ'), ('as', 'IN'), ('that', 'DT'), ('of', 'IN'), ('Servox', 'NNP'), (',', ','), ('through', 'IN'), ('which', 'WDT'), ('I', 'PRP'), ('had', 'VBD'), ('just', 'RB'), ('passed', 'VBN'), ('.', '.')]"
1261,13,85,19,,5,3,3,1,3,2,2,2,0,"The high and snowy mountains were its immediate boundaries, but I saw no more ruined castles and fertile fields.","[('The', 'DT'), ('high', 'JJ'), ('and', 'CC'), ('snowy', 'NN'), ('mountains', 'NNS'), ('were', 'VBD'), ('its', 'PRP$'), ('immediate', 'JJ'), ('boundaries', 'NNS'), (',', ','), ('but', 'CC'), ('I', 'PRP'), ('saw', 'VBD'), ('no', 'DT'), ('more', 'RBR'), ('ruined', 'VBN'), ('castles', 'NNS'), ('and', 'CC'), ('fertile', 'JJ'), ('fields', 'NNS'), ('.', '.')]"
1262,13,86,21,,8,4,0,0,3,2,2,4,0,Immense glaciers approached the road; I heard the rumbling thunder of the falling avalanche and marked the smoke of its passage.,"[('Immense', 'NN'), ('glaciers', 'NNS'), ('approached', 'VBD'), ('the', 'DT'), ('road', 'NN'), (';', ':'), ('I', 'PRP'), ('heard', 'VBP'), ('the', 'DT'), ('rumbling', 'VBG'), ('thunder', 'NN'), ('of', 'IN'), ('the', 'DT'), ('falling', 'NN'), ('avalanche', 'NN'), ('and', 'CC'), ('marked', 'VBD'), ('the', 'DT'), ('smoke', 'NN'), ('of', 'IN'), ('its', 'PRP$'), ('passage', 'NN'), ('.', '.')]"
1263,13,87,21,,9,3,1,0,3,2,4,3,0,"Mont Blanc, the supreme and magnificent Mont Blanc, raised itself from the surrounding aiguilles, and its tremendous dome overlooked the valley.","[('Mont', 'NNP'), ('Blanc', 'NNP'), (',', ','), ('the', 'DT'), ('supreme', 'NN'), ('and', 'CC'), ('magnificent', 'NN'), ('Mont', 'NNP'), ('Blanc', 'NNP'), (',', ','), ('raised', 'VBD'), ('itself', 'PRP'), ('from', 'IN'), ('the', 'DT'), ('surrounding', 'VBG'), ('aiguilles', 'NNS'), (',', ','), ('and', 'CC'), ('its', 'PRP$'), ('tremendous', 'JJ'), ('dome', 'NN'), ('overlooked', 'VBD'), ('the', 'DT'), ('valley', 'NN'), ('.', '.')]"
1264,13,88,14,,4,2,0,2,3,1,2,2,0,A tingling long-lost sense of pleasure often came across me during this journey.,"[('A', 'DT'), ('tingling', 'NN'), ('long', 'RB'), ('-', ':'), ('lost', 'VBN'), ('sense', 'NN'), ('of', 'IN'), ('pleasure', 'NN'), ('often', 'RB'), ('came', 'VBD'), ('across', 'IN'), ('me', 'PRP'), ('during', 'IN'), ('this', 'DT'), ('journey', 'NN'), ('.', '.')]"
1265,13,89,27,,6,7,1,1,7,1,4,4,0,"Some turn in the road, some new object suddenly perceived and recognized, reminded me of days gone by, and were associated with the lighthearted gaiety of boyhood.","[('Some', 'DT'), ('turn', 'NN'), ('in', 'IN'), ('the', 'DT'), ('road', 'NN'), (',', ','), ('some', 'DT'), ('new', 'JJ'), ('object', 'NN'), ('suddenly', 'RB'), ('perceived', 'VBN'), ('and', 'CC'), ('recognized', 'VBN'), (',', ','), ('reminded', 'VBN'), ('me', 'PRP'), ('of', 'IN'), ('days', 'NNS'), ('gone', 'VBN'), ('by', 'IN'), (',', ','), ('and', 'CC'), ('were', 'VBD'), ('associated', 'VBN'), ('with', 'IN'), ('the', 'DT'), ('lighthearted', 'VBN'), ('gaiety', 'NN'), ('of', 'IN'), ('boyhood', 'NN'), ('.', '.')]"
1266,13,90,15,,5,2,2,1,2,1,2,2,0,"The very winds whispered in soothing accents, and maternal Nature bade me weep no more.","[('The', 'DT'), ('very', 'JJ'), ('winds', 'NNS'), ('whispered', 'VBN'), ('in', 'IN'), ('soothing', 'NN'), ('accents', 'NNS'), (',', ','), ('and', 'CC'), ('maternal', 'JJ'), ('Nature', 'NNP'), ('bade', 'NN'), ('me', 'PRP'), ('weep', 'VB'), ('no', 'DT'), ('more', 'RBR'), ('.', '.')]"
1267,13,91,23,,3,6,0,4,5,2,2,3,0,Then again the kindly influence ceased to act--I found myself fettered again to grief and indulging in all the misery of reflection.,"[('Then', 'RB'), ('again', 'RB'), ('the', 'DT'), ('kindly', 'RB'), ('influence', 'NN'), ('ceased', 'VBD'), ('to', 'TO'), ('act', 'VB'), ('--', ':'), ('I', 'PRP'), ('found', 'VBD'), ('myself', 'PRP'), ('fettered', 'VBD'), ('again', 'RB'), ('to', 'TO'), ('grief', 'VB'), ('and', 'CC'), ('indulging', 'VBG'), ('in', 'IN'), ('all', 'DT'), ('the', 'DT'), ('misery', 'NN'), ('of', 'IN'), ('reflection', 'NN'), ('.', '.')]"
1268,13,92,39,,6,6,3,4,10,6,9,4,0,"Then I spurred on my animal, striving so to forget the world, my fears, and more than all, myself--or, in a more desperate fashion, I alighted and threw myself on the grass, weighed down by horror and despair.","[('Then', 'RB'), ('I', 'PRP'), ('spurred', 'VBD'), ('on', 'IN'), ('my', 'PRP$'), ('animal', 'JJ'), (',', ','), ('striving', 'VBG'), ('so', 'RB'), ('to', 'TO'), ('forget', 'VB'), ('the', 'DT'), ('world', 'NN'), (',', ','), ('my', 'PRP$'), ('fears', 'NNS'), (',', ','), ('and', 'CC'), ('more', 'JJR'), ('than', 'IN'), ('all', 'DT'), (',', ','), ('myself', 'PRP'), ('--', ':'), ('or', 'CC'), (',', ','), ('in', 'IN'), ('a', 'DT'), ('more', 'RBR'), ('desperate', 'JJ'), ('fashion', 'NN'), (',', ','), ('I', 'PRP'), ('alighted', 'VBD'), ('and', 'CC'), ('threw', 'VB'), ('myself', 'PRP'), ('on', 'IN'), ('the', 'DT'), ('grass', 'NN'), (',', ','), ('weighed', 'VBD'), ('down', 'RB'), ('by', 'IN'), ('horror', 'NN'), ('and', 'CC'), ('despair', 'NN'), ('.', '.')]"
1269,13,93,9,,3,1,0,0,3,1,1,1,0,At length I arrived at the village of Chamounix.,"[('At', 'IN'), ('length', 'NN'), ('I', 'PRP'), ('arrived', 'VBD'), ('at', 'IN'), ('the', 'DT'), ('village', 'NN'), ('of', 'IN'), ('Chamounix', 'NNP'), ('.', '.')]"
1270,13,94,16,,5,3,0,0,4,1,1,2,1,Exhaustion succeeded to the extreme fatigue both of body and of mind which I had endured.,"[('Exhaustion', 'NN'), ('succeeded', 'VBD'), ('to', 'TO'), ('the', 'DT'), ('extreme', 'NN'), ('fatigue', 'NN'), ('both', 'DT'), ('of', 'IN'), ('body', 'NN'), ('and', 'CC'), ('of', 'IN'), ('mind', 'NN'), ('which', 'WDT'), ('I', 'PRP'), ('had', 'VBD'), ('endured', 'VBN'), ('.', '.')]"
1271,13,95,34,,11,5,2,0,7,2,2,5,2,"For a short space of time I remained at the window watching the pallid lightnings that played above Mont Blanc and listening to the rushing of the Arve, which pursued its noisy way beneath.","[('For', 'IN'), ('a', 'DT'), ('short', 'JJ'), ('space', 'NN'), ('of', 'IN'), ('time', 'NN'), ('I', 'PRP'), ('remained', 'VBD'), ('at', 'IN'), ('the', 'DT'), ('window', 'NN'), ('watching', 'VBG'), ('the', 'DT'), ('pallid', 'JJ'), ('lightnings', 'NNS'), ('that', 'WDT'), ('played', 'VBN'), ('above', 'IN'), ('Mont', 'NNP'), ('Blanc', 'NNP'), ('and', 'CC'), ('listening', 'VBG'), ('to', 'TO'), ('the', 'DT'), ('rushing', 'NN'), ('of', 'IN'), ('the', 'DT'), ('Arve', 'NNP'), (',', ','), ('which', 'WDT'), ('pursued', 'VBN'), ('its', 'PRP$'), ('noisy', 'NN'), ('way', 'NN'), ('beneath', 'NN'), ('.', '.')]"
1272,13,96,37,,10,6,2,1,7,8,4,3,0,"The same lulling sounds acted as a lullaby to my too keen sensations; when I placed my head upon my pillow, sleep crept over me; I felt it as it came and blessed the giver of oblivion.","[('The', 'DT'), ('same', 'JJ'), ('lulling', 'NN'), ('sounds', 'NNS'), ('acted', 'VBD'), ('as', 'IN'), ('a', 'DT'), ('lullaby', 'NN'), ('to', 'TO'), ('my', 'PRP$'), ('too', 'NN'), ('keen', 'NN'), ('sensations', 'NNS'), (';', ':'), ('when', 'WRB'), ('I', 'PRP'), ('placed', 'VBD'), ('my', 'PRP$'), ('head', 'NN'), ('upon', 'IN'), ('my', 'PRP$'), ('pillow', 'NN'), (',', ','), ('sleep', 'VB'), ('crept', 'JJ'), ('over', 'IN'), ('me', 'PRP'), (';', ':'), ('I', 'PRP'), ('felt', 'VBD'), ('it', 'PRP'), ('as', 'IN'), ('it', 'PRP'), ('came', 'VBD'), ('and', 'CC'), ('blessed', 'VBN'), ('the', 'DT'), ('giver', 'NN'), ('of', 'IN'), ('oblivion', 'NN'), ('.', '.')]"
1273,14,1,9,,2,3,0,0,1,1,1,2,0,I spent the following day roaming through the valley.,"[('I', 'PRP'), ('spent', 'VBD'), ('the', 'DT'), ('following', 'VBG'), ('day', 'NN'), ('roaming', 'VBG'), ('through', 'IN'), ('the', 'DT'), ('valley', 'NN'), ('.', '.')]"
1274,14,2,32,,8,5,2,0,8,2,3,6,1,"I stood beside the sources of the Arveiron, which take their rise in a glacier, that with slow pace is advancing down from the summit of the hills to barricade the valley.","[('I', 'PRP'), ('stood', 'VBD'), ('beside', 'JJ'), ('the', 'DT'), ('sources', 'NNS'), ('of', 'IN'), ('the', 'DT'), ('Arveiron', 'NNP'), (',', ','), ('which', 'WDT'), ('take', 'VB'), ('their', 'PRP$'), ('rise', 'NN'), ('in', 'IN'), ('a', 'DT'), ('glacier', 'NN'), (',', ','), ('that', 'IN'), ('with', 'IN'), ('slow', 'JJ'), ('pace', 'NN'), ('is', 'VBZ'), ('advancing', 'VBG'), ('down', 'IN'), ('from', 'IN'), ('the', 'DT'), ('summit', 'NN'), ('of', 'IN'), ('the', 'DT'), ('hills', 'NNS'), ('to', 'TO'), ('barricade', 'VB'), ('the', 'DT'), ('valley', 'NN'), ('.', '.')]"
